0.50,-2.30
0.54,-2.03
0.20,-1.79
0.41,-1.55
0.36,-1.33
0.46,-1.10
0.61,-0.88
0.40,-0.68
0.46,-0.47
0.71,-0.28
0.91,-0.07
0.43,0.08
0.62,0.25
0.40,0.38
0.21,0.50
0.58,0.63
1.70,0.82
-0.34,0.91
-0.18,0.99
0.20,1.08
0.54,1.18
0.43,1.26
-2.06,1.24
0.18,1.31
0.62,1.40
0.58,1.47
0.54,1.54
0.61,1.61
0.42,1.67
0.66,1.73
0.38,1.78
0.72,1.84
0.32,1.87
0.40,1.90
0.54,1.94
0.38,1.97
0.81,2.01
0.35,2.03
0.47,2.06
0.09,2.05
0.51,2.07
0.54,2.10
0.50,2.11
0.40,2.11
0.48,2.11
0.39,2.12
0.36,2.11
0.65,2.12
0.28,2.10
0.27,2.09
0.63,2.10
0.27,2.08
0.53,2.08
0.48,2.07
0.46,2.06
0.51,2.05
0.32,2.04
0.43,2.01
0.48,2.00
0.56,1.99
0.27,1.97
0.28,1.94
0.24,1.91
0.49,1.89
0.38,1.87
0.56,1.86
0.33,1.83
0.31,1.80
0.45,1.78
0.55,1.76
0.31,1.74
0.40,1.71
0.36,1.69
0.25,1.66
0.23,1.62
0.40,1.60
0.58,1.59
0.62,1.57
0.49,1.55
0.45,1.53
0.49,1.51
0.55,1.49
0.44,1.47
0.61,1.46
0.29,1.43
0.55,1.41
0.53,1.39
0.23,1.35
0.63,1.34
0.25,1.31
0.50,1.29
0.13,1.25
0.54,1.23
0.46,1.21
0.39,1.19
0.38,1.17
0.60,1.16
0.44,1.14
0.75,1.14
0.43,1.12
0.58,1.11
0.64,1.10
0.54,1.08
0.65,1.07
0.41,1.05
0.32,1.03
0.62,1.02
0.52,1.01
0.53,0.99
0.37,0.97
0.38,0.95
0.62,0.94
0.36,0.92
0.47,0.91
0.70,0.91
0.05,0.88
0.40,0.87
0.42,0.85
0.32,0.84
0.06,0.83
-4.44,0.59
11.33,1.33
18.78,2.40
35.41,4.13
28.37,4.56
21.59,3.61
12.78,2.35
-25.86,-0.57
-51.85,-1.73
-40.44,-1.85
-39.97,-2.72
-31.50,-2.01
20.30,1.13
73.89,5.56
-84.89,2.26
-87.06,-1.00
80.26,2.70
-11.92,-2.08
-51.38,-8.55
