4,-201
1236,-60,15832,-460,-109,-214
1304,-20,15784,-502,-151,-212
1352,-104,15512,-470,-112,-200
1268,-72,15656,-502,-136,-200
1388,-108,15668,-502,-138,-195
1264,-120,15612,-492,-140,-197
1392,-156,15472,-492,-47,-213
1340,-124,15608,-473,-101,-203
1532,-232,15004,-503,10,-234
1472,452,17084,-395,-309,-170
712,128,15204,-431,-190,-144
1156,-460,15156,-639,-222,-281
1748,-348,16716,-570,-17,-229
1324,-360,15552,-338,-217,-145
1060,-296,15208,-473,60,-240
1288,176,15868,-513,41,-224
1312,-44,16280,-439,-165,-157
1092,-104,15332,-482,-112,-232
1272,-220,15736,-507,-144,-216
1344,-84,15908,-426,-113,-195
1244,-40,15568,-483,-118,-214
1296,8,15696,-518,-113,-224
1408,8,15936,-471,-190,-195
1452,-228,15332,-457,-205,-208
1556,60,15712,-495,-123,-203
1360,-164,15812,-488,-119,-218
1352,-80,15528,-455,-137,-195
1284,-140,15664,-504,-130,-222
1412,-148,15632,-472,-132,-200
1352,-188,15492,-462,-140,-203
1320,-52,15636,-480,-120,-211
1296,-116,15840,-492,-170,-204
1228,-64,15488,-475,-139,-192
1280,-216,15532,-483,-123,-213
1404,-160,15628,-482,-135,-218
1344,-28,15712,-466,-157,-195
1328,-124,15656,-481,-121,-221
1300,-180,15620,-483,-104,-212
1348,-184,15664,-461,-132,-180
1308,-180,15672,-495,-131,-200
1216,-132,15624,-465,-152,-219
1240,-128,15620,-466,-134,-202
1248,-128,15556,-497,-128,-205
1340,-88,15580,-481,-108,-194
1280,-68,15724,-496,-157,-198
1224,-164,15752,-473,-129,-195
1320,-128,15716,-495,-149,-209
1312,-176,15732,-461,-134,-197
1232,-204,15724,-491,-132,-210
1412,-108,15784,-472,-143,-186
1300,-132,15708,-491,-146,-202
1288,-80,15588,-498,-167,-189
1460,-100,15564,-480,-168,-225
1364,-176,15764,-465,-109,-217
1384,-116,15664,-479,-120,-217
1276,-180,15780,-483,-116,-221
1336,-68,15692,-474,-151,-195
1264,-80,15584,-471,-136,-207
1344,-92,15800,-466,-139,-201
1244,-108,15604,-493,-110,-234
1412,-84,15664,-471,-125,-201
1292,-84,15688,-497,-112,-207
1472,-96,15588,-476,-135,-210
1144,-112,15472,-514,-108,-183
1336,-148,15736,-485,-136,-204
1252,-92,15656,-474,-148,-201
1252,-92,15708,-468,-145,-201
1328,-232,15704,-490,-135,-200
1324,-124,15640,-487,-133,-211
1384,-160,15648,-446,-162,-206
1316,-96,15604,-490,-163,-211
